Points_0,Pressure_Coefficient,,,,,,,,,,,,,,,,,,,,,,,
3.33011,0.00602228,,,,,,,,,,,,,,,,,,,,,,,
3.45572,0.00550277,,,,,,,,,,,,,,,,,,,,,,,
3.58794,0.00500784,,,,,,,,,,,,,,,,,,,,,,,
3.72712,0.0045374,,,,,,,,,,,,,,,,,,,,,,,
3.87362,0.00409115,,,,,,,,,,,,,,,,,,,,,,,
4.02783,0.00366863,,,,,,,,,,,,,,,,,,,,,,,
4.19017,0.00326924,,,,,,,,,,,,,,,,,,,,,,,
4.36104,0.00289228,,,,,,,,,,,,,,,,,,,,,,,
4.54091,0.0025369,,,,,,,,,,,,,,,,,,,,,,,
4.73024,0.00220221,,,,,,,,,,,,,,,,,,,,,,,
4.92954,0.00188714,,,,,,,,,,,,,,,,,,,,,,,
5.13933,0.00159061,,,,,,,,,,,,,,,,,,,,,,,
5.36016,0.00131126,,,,,,,,,,,,,,,,,,,,,,,
5.59261,0.00104769,,,,,,,,,,,,,,,,,,,,,,,
5.8373,0.000797937,,,,,,,,,,,,,,,,,,,,,,,
6.09486,0.000560069,,,,,,,,,,,,,,,,,,,,,,,
6.36598,0.000330728,,,,,,,,,,,,,,,,,,,,,,,
6.65138,0.000107556,,,,,,,,,,,,,,,,,,,,,,,
6.95179,-0.000115663,,,,,,,,,,,,,,,,,,,,,,,
7.26801,-0.000340141,,,,,,,,,,,,,,,,,,,,,,,
7.60088,-0.000577533,,,,,,,,,,,,,,,,,,,,,,,
7.95126,-0.000811957,,,,,,,,,,,,,,,,,,,,,,,
8.32009,-0.0010485,,,,,,,,,,,,,,,,,,,,,,,
8.70833,-0.00113794,,,,,,,,,,,,,,,,,,,,,,,
9.117,-0.000973168,,,,,,,,,,,,,,,,,,,,,,,
9.54718,0.000566442,,,,,,,,,,,,,,,,,,,,,,,
1.00297,0.0235922,,,,,,,,,,,,,,,,,,,,,,,
1.0061,0.0235815,,,,,,,,,,,,,,,,,,,,,,,
1.00939,0.0236407,,,,,,,,,,,,,,,,,,,,,,,
1.01285,0.0236664,,,,,,,,,,,,,,,,,,,,,,,
1.0165,0.0237095,,,,,,,,,,,,,,,,,,,,,,,
1.02034,0.0237467,,,,,,,,,,,,,,,,,,,,,,,
1.02438,0.0237884,,,,,,,,,,,,,,,,,,,,,,,
1.02863,0.0238299,,,,,,,,,,,,,,,,,,,,,,,
1.03311,0.0238733,,,,,,,,,,,,,,,,,,,,,,,
1.03783,0.0239176,,,,,,,,,,,,,,,,,,,,,,,
1.04279,0.0239631,,,,,,,,,,,,,,,,,,,,,,,
1.04801,0.0240096,,,,,,,,,,,,,,,,,,,,,,,
1.05351,0.024057,,,,,,,,,,,,,,,,,,,,,,,
1.05929,0.0241052,,,,,,,,,,,,,,,,,,,,,,,
1.06539,0.0241539,,,,,,,,,,,,,,,,,,,,,,,
1.0718,0.0242031,,,,,,,,,,,,,,,,,,,,,,,
1.07855,0.0242525,,,,,,,,,,,,,,,,,,,,,,,
1.08565,0.0243019,,,,,,,,,,,,,,,,,,,,,,,
1.09313,0.0243508,,,,,,,,,,,,,,,,,,,,,,,
1.101,0.024399,,,,,,,,,,,,,,,,,,,,,,,
1.10929,0.024446,,,,,,,,,,,,,,,,,,,,,,,
1.11801,0.0244915,,,,,,,,,,,,,,,,,,,,,,,
1.12719,0.0245348,,,,,,,,,,,,,,,,,,,,,,,
1.13686,0.0245753,,,,,,,,,,,,,,,,,,,,,,,
1.14703,0.0246125,,,,,,,,,,,,,,,,,,,,,,,
1.15774,0.0246455,,,,,,,,,,,,,,,,,,,,,,,
1.16901,0.0246735,,,,,,,,,,,,,,,,,,,,,,,
1.18088,0.0246956,,,,,,,,,,,,,,,,,,,,,,,
1.19337,0.0247107,,,,,,,,,,,,,,,,,,,,,,,
1.20652,0.0247179,,,,,,,,,,,,,,,,,,,,,,,
1.22036,0.0247158,,,,,,,,,,,,,,,,,,,,,,,
1.23493,0.0247031,,,,,,,,,,,,,,,,,,,,,,,
1.25026,0.0246785,,,,,,,,,,,,,,,,,,,,,,,
1.2664,0.0246404,,,,,,,,,,,,,,,,,,,,,,,
1.28339,0.0245874,,,,,,,,,,,,,,,,,,,,,,,
1.30128,0.0245176,,,,,,,,,,,,,,,,,,,,,,,
1.32011,0.0244294,,,,,,,,,,,,,,,,,,,,,,,
1.33993,0.024321,,,,,,,,,,,,,,,,,,,,,,,
1.36079,0.0241907,,,,,,,,,,,,,,,,,,,,,,,
1.38275,0.0240365,,,,,,,,,,,,,,,,,,,,,,,
1.40586,0.0238568,,,,,,,,,,,,,,,,,,,,,,,
1.43019,0.0236498,,,,,,,,,,,,,,,,,,,,,,,
1.45581,0.0234139,,,,,,,,,,,,,,,,,,,,,,,
1.48277,0.0231476,,,,,,,,,,,,,,,,,,,,,,,
1.51115,0.0228496,,,,,,,,,,,,,,,,,,,,,,,
1.54102,0.0225189,,,,,,,,,,,,,,,,,,,,,,,
1.57246,0.0221547,,,,,,,,,,,,,,,,,,,,,,,
1.60556,0.0217565,,,,,,,,,,,,,,,,,,,,,,,
1.64041,0.0213242,,,,,,,,,,,,,,,,,,,,,,,
1.67708,0.0208581,,,,,,,,,,,,,,,,,,,,,,,
1.71569,0.020359,,,,,,,,,,,,,,,,,,,,,,,
1.75633,0.0198279,,,,,,,,,,,,,,,,,,,,,,,
1.79911,0.0192664,,,,,,,,,,,,,,,,,,,,,,,
1.84413,0.0186765,,,,,,,,,,,,,,,,,,,,,,,
1.89153,0.0180607,,,,,,,,,,,,,,,,,,,,,,,
1.94143,0.0174216,,,,,,,,,,,,,,,,,,,,,,,
1.99395,0.0167624,,,,,,,,,,,,,,,,,,,,,,,
2.04923,0.0160864,,,,,,,,,,,,,,,,,,,,,,,
2.10742,0.0153972,,,,,,,,,,,,,,,,,,,,,,,
2.16868,0.0146983,,,,,,,,,,,,,,,,,,,,,,,
2.23316,0.0139934,,,,,,,,,,,,,,,,,,,,,,,
2.30103,0.0132863,,,,,,,,,,,,,,,,,,,,,,,
2.37248,0.0125806,,,,,,,,,,,,,,,,,,,,,,,
2.44768,0.0118796,,,,,,,,,,,,,,,,,,,,,,,
2.52685,0.0111866,,,,,,,,,,,,,,,,,,,,,,,
2.61018,0.0105045,,,,,,,,,,,,,,,,,,,,,,,
2.6979,0.00983614,,,,,,,,,,,,,,,,,,,,,,,
2.79023,0.00918377,,,,,,,,,,,,,,,,,,,,,,,
2.88742,0.00854947,,,,,,,,,,,,,,,,,,,,,,,
2.98973,0.00793498,,,,,,,,,,,,,,,,,,,,,,,
3.09742,0.00734171,,,,,,,,,,,,,,,,,,,,,,,
3.21079,0.00677073,,,,,,,,,,,,,,,,,,,,,,,
3.33011,0.00622285,,,,,,,,,,,,,,,,,,,,,,,
3.45572,0.00569858,,,,,,,,,,,,,,,,,,,,,,,
3.58794,0.00519819,,,,,,,,,,,,,,,,,,,,,,,
3.72712,0.00472172,,,,,,,,,,,,,,,,,,,,,,,
3.87362,0.00426901,,,,,,,,,,,,,,,,,,,,,,,
4.02783,0.00383974,,,,,,,,,,,,,,,,,,,,,,,
4.19017,0.00343342,,,,,,,,,,,,,,,,,,,,,,,
4.36104,0.00304945,,,,,,,,,,,,,,,,,,,,,,,
4.54091,0.00268709,,,,,,,,,,,,,,,,,,,,,,,
4.73024,0.00234554,,,,,,,,,,,,,,,,,,,,,,,
4.92954,0.00202386,,,,,,,,,,,,,,,,,,,,,,,
5.13933,0.00172103,,,,,,,,,,,,,,,,,,,,,,,
5.36016,0.00143584,,,,,,,,,,,,,,,,,,,,,,,
5.59261,0.00116704,,,,,,,,,,,,,,,,,,,,,,,
5.8373,0.000912806,,,,,,,,,,,,,,,,,,,,,,,
6.09486,0.000671491,,,,,,,,,,,,,,,,,,,,,,,
6.36598,0.000440024,,,,,,,,,,,,,,,,,,,,,,,
6.65138,0.000216578,,,,,,,,,,,,,,,,,,,,,,,
6.95179,-4.48E-06,,,,,,,,,,,,,,,,,,,,,,,
7.26801,-0.000223057,,,,,,,,,,,,,,,,,,,,,,,
7.60088,-0.000449389,,,,,,,,,,,,,,,,,,,,,,,
7.95126,-0.000664083,,,,,,,,,,,,,,,,,,,,,,,
8.32009,-0.000870011,,,,,,,,,,,,,,,,,,,,,,,
8.70833,-0.000909816,,,,,,,,,,,,,,,,,,,,,,,
9.117,-0.000688961,,,,,,,,,,,,,,,,,,,,,,,
9.54718,0.000899159,,,,,,,,,,,,,,,,,,,,,,,
1.00297,0.0234164,,,,,,,,,,,,,,,,,,,,,,,
1.0061,0.0234068,,,,,,,,,,,,,,,,,,,,,,,
1.00939,0.0234537,,,,,,,,,,,,,,,,,,,,,,,
1.01285,0.0234735,,,,,,,,,,,,,,,,,,,,,,,
1.0165,0.0235074,,,,,,,,,,,,,,,,,,,,,,,
1.02034,0.0235365,,,,,,,,,,,,,,,,,,,,,,,
1.02438,0.0235692,,,,,,,,,,,,,,,,,,,,,,,
1.02863,0.0236017,,,,,,,,,,,,,,,,,,,,,,,
1.03311,0.0236358,,,,,,,,,,,,,,,,,,,,,,,
1.03783,0.0236705,,,,,,,,,,,,,,,,,,,,,,,
1.04279,0.0237062,,,,,,,,,,,,,,,,,,,,,,,
1.04801,0.0237427,,,,,,,,,,,,,,,,,,,,,,,
1.05351,0.0237799,,,,,,,,,,,,,,,,,,,,,,,
1.05929,0.0238177,,,,,,,,,,,,,,,,,,,,,,,
1.06539,0.023856,,,,,,,,,,,,,,,,,,,,,,,
1.0718,0.0238946,,,,,,,,,,,,,,,,,,,,,,,
1.07855,0.0239333,,,,,,,,,,,,,,,,,,,,,,,
1.08565,0.0239719,,,,,,,,,,,,,,,,,,,,,,,
1.09313,0.0240101,,,,,,,,,,,,,,,,,,,,,,,
1.101,0.0240477,,,,,,,,,,,,,,,,,,,,,,,
1.10929,0.0240843,,,,,,,,,,,,,,,,,,,,,,,
1.11801,0.0241194,,,,,,,,,,,,,,,,,,,,,,,
1.12719,0.0241527,,,,,,,,,,,,,,,,,,,,,,,
1.13686,0.0241836,,,,,,,,,,,,,,,,,,,,,,,
1.14703,0.0242115,,,,,,,,,,,,,,,,,,,,,,,
1.15774,0.0242359,,,,,,,,,,,,,,,,,,,,,,,
1.16901,0.0242558,,,,,,,,,,,,,,,,,,,,,,,
1.18088,0.0242707,,,,,,,,,,,,,,,,,,,,,,,
1.19337,0.0242795,,,,,,,,,,,,,,,,,,,,,,,
1.20652,0.0242813,,,,,,,,,,,,,,,,,,,,,,,
1.22036,0.024275,,,,,,,,,,,,,,,,,,,,,,,
1.23493,0.0242594,,,,,,,,,,,,,,,,,,,,,,,
1.25026,0.0242333,,,,,,,,,,,,,,,,,,,,,,,
1.2664,0.0241953,,,,,,,,,,,,,,,,,,,,,,,
1.28339,0.0241439,,,,,,,,,,,,,,,,,,,,,,,
1.30128,0.0240776,,,,,,,,,,,,,,,,,,,,,,,
1.32011,0.0239949,,,,,,,,,,,,,,,,,,,,,,,
1.33993,0.023894,,,,,,,,,,,,,,,,,,,,,,,
1.36079,0.0237733,,,,,,,,,,,,,,,,,,,,,,,
1.38275,0.023631,,,,,,,,,,,,,,,,,,,,,,,
1.40586,0.0234653,,,,,,,,,,,,,,,,,,,,,,,
1.43019,0.0232746,,,,,,,,,,,,,,,,,,,,,,,
1.45581,0.0230573,,,,,,,,,,,,,,,,,,,,,,,
1.48277,0.0228118,,,,,,,,,,,,,,,,,,,,,,,
1.51115,0.0225368,,,,,,,,,,,,,,,,,,,,,,,
1.54102,0.022231,,,,,,,,,,,,,,,,,,,,,,,
1.57246,0.0218935,,,,,,,,,,,,,,,,,,,,,,,
1.60556,0.0215236,,,,,,,,,,,,,,,,,,,,,,,
1.64041,0.021121,,,,,,,,,,,,,,,,,,,,,,,
1.67708,0.0206856,,,,,,,,,,,,,,,,,,,,,,,
1.71569,0.0202178,,,,,,,,,,,,,,,,,,,,,,,
1.75633,0.0197185,,,,,,,,,,,,,,,,,,,,,,,
1.79911,0.0191887,,,,,,,,,,,,,,,,,,,,,,,
1.84413,0.0186302,,,,,,,,,,,,,,,,,,,,,,,
1.89153,0.018045,,,,,,,,,,,,,,,,,,,,,,,
1.94143,0.0174355,,,,,,,,,,,,,,,,,,,,,,,
1.99395,0.0168045,,,,,,,,,,,,,,,,,,,,,,,
2.04923,0.0161549,,,,,,,,,,,,,,,,,,,,,,,
2.10742,0.0154902,,,,,,,,,,,,,,,,,,,,,,,
2.16868,0.0148136,,,,,,,,,,,,,,,,,,,,,,,
2.23316,0.0141289,,,,,,,,,,,,,,,,,,,,,,,
2.30103,0.0134395,,,,,,,,,,,,,,,,,,,,,,,
2.37248,0.012749,,,,,,,,,,,,,,,,,,,,,,,
2.44768,0.0120609,,,,,,,,,,,,,,,,,,,,,,,
2.52685,0.0113783,,,,,,,,,,,,,,,,,,,,,,,
2.61018,0.0107045,,,,,,,,,,,,,,,,,,,,,,,
2.6979,0.0100422,,,,,,,,,,,,,,,,,,,,,,,
2.79023,0.00939381,,,,,,,,,,,,,,,,,,,,,,,
2.88742,0.00876169,,,,,,,,,,,,,,,,,,,,,,,
2.98973,0.0081477,,,,,,,,,,,,,,,,,,,,,,,
3.09742,0.00755342,,,,,,,,,,,,,,,,,,,,,,,
3.21079,0.00698013,,,,,,,,,,,,,,,,,,,,,,,
3.33011,0.0064288,,,,,,,,,,,,,,,,,,,,,,,
3.45572,0.00590012,,,,,,,,,,,,,,,,,,,,,,,
3.58794,0.00539452,,,,,,,,,,,,,,,,,,,,,,,
3.72712,0.00491221,,,,,,,,,,,,,,,,,,,,,,,
3.87362,0.00445316,,,,,,,,,,,,,,,,,,,,,,,
4.02783,0.00401718,,,,,,,,,,,,,,,,,,,,,,,
4.19017,0.00360392,,,,,,,,,,,,,,,,,,,,,,,
4.36104,0.00321289,,,,,,,,,,,,,,,,,,,,,,,
4.54091,0.00284347,,,,,,,,,,,,,,,,,,,,,,,
4.73024,0.00249495,,,,,,,,,,,,,,,,,,,,,,,
4.92954,0.00216651,,,,,,,,,,,,,,,,,,,,,,,
5.13933,0.00185726,,,,,,,,,,,,,,,,,,,,,,,
5.36016,0.0015661,,,,,,,,,,,,,,,,,,,,,,,
5.59261,0.00129193,,,,,,,,,,,,,,,,,,,,,,,
5.8373,0.00103312,,,,,,,,,,,,,,,,,,,,,,,
6.09486,0.000788297,,,,,,,,,,,,,,,,,,,,,,,
6.36598,0.000554704,,,,,,,,,,,,,,,,,,,,,,,
6.65138,0.00033107,,,,,,,,,,,,,,,,,,,,,,,
6.95179,0.000112367,,,,,,,,,,,,,,,,,,,,,,,
7.26801,-1.00E-04,,,,,,,,,,,,,,,,,,,,,,,
7.60088,-0.000314748,,,,,,,,,,,,,,,,,,,,,,,
7.95126,-0.000509075,,,,,,,,,,,,,,,,,,,,,,,
8.32009,-0.000683851,,,,,,,,,,,,,,,,,,,,,,,
8.70833,-0.000674164,,,,,,,,,,,,,,,,,,,,,,,
9.117,-0.000398501,,,,,,,,,,,,,,,,,,,,,,,
9.54718,0.00123038,,,,,,,,,,,,,,,,,,,,,,,
1.00297,0.0232908,,,,,,,,,,,,,,,,,,,,,,,
1.0061,0.0232828,,,,,,,,,,,,,,,,,,,,,,,
1.00939,0.0233179,,,,,,,,,,,,,,,,,,,,,,,
1.01285,0.0233323,,,,,,,,,,,,,,,,,,,,,,,
1.0165,0.0233574,,,,,,,,,,,,,,,,,,,,,,,
1.02034,0.0233788,,,,,,,,,,,,,,,,,,,,,,,
1.02438,0.023403,,,,,,,,,,,,,,,,,,,,,,,
1.02863,0.023427,,,,,,,,,,,,,,,,,,,,,,,
1.03311,0.0234522,,,,,,,,,,,,,,,,,,,,,,,
1.03783,0.0234778,,,,,,,,,,,,,,,,,,,,,,,
1.04279,0.0235041,,,,,,,,,,,,,,,,,,,,,,,
1.04801,0.023531,,,,,,,,,,,,,,,,,,,,,,,
1.05351,0.0235583,,,,,,,,,,,,,,,,,,,,,,,
1.05929,0.0235861,,,,,,,,,,,,,,,,,,,,,,,
1.06539,0.0236141,,,,,,,,,,,,,,,,,,,,,,,
1.0718,0.0236423,,,,,,,,,,,,,,,,,,,,,,,
1.07855,0.0236705,,,,,,,,,,,,,,,,,,,,,,,
1.08565,0.0236985,,,,,,,,,,,,,,,,,,,,,,,
1.09313,0.0237261,,,,,,,,,,,,,,,,,,,,,,,
1.101,0.023753,,,,,,,,,,,,,,,,,,,,,,,
1.10929,0.023779,,,,,,,,,,,,,,,,,,,,,,,
1.11801,0.0238037,,,,,,,,,,,,,,,,,,,,,,,
1.12719,0.0238266,,,,,,,,,,,,,,,,,,,,,,,
1.13686,0.0238475,,,,,,,,,,,,,,,,,,,,,,,
1.14703,0.0238657,,,,,,,,,,,,,,,,,,,,,,,
1.15774,0.0238807,,,,,,,,,,,,,,,,,,,,,,,
1.16901,0.0238919,,,,,,,,,,,,,,,,,,,,,,,
1.18088,0.0238986,,,,,,,,,,,,,,,,,,,,,,,
1.19337,0.0239,,,,,,,,,,,,,,,,,,,,,,,
1.20652,0.0238952,,,,,,,,,,,,,,,,,,,,,,,
1.22036,0.0238833,,,,,,,,,,,,,,,,,,,,,,,
1.23493,0.0238633,,,,,,,,,,,,,,,,,,,,,,,
1.25026,0.0238339,,,,,,,,,,,,,,,,,,,,,,,
1.2664,0.023794,,,,,,,,,,,,,,,,,,,,,,,
1.28339,0.0237422,,,,,,,,,,,,,,,,,,,,,,,
1.30128,0.0236773,,,,,,,,,,,,,,,,,,,,,,,
1.32011,0.0235976,,,,,,,,,,,,,,,,,,,,,,,
1.33993,0.0235017,,,,,,,,,,,,,,,,,,,,,,,
1.36079,0.0233879,,,,,,,,,,,,,,,,,,,,,,,
1.38275,0.0232545,,,,,,,,,,,,,,,,,,,,,,,
1.40586,0.0231001,,,,,,,,,,,,,,,,,,,,,,,
1.43019,0.0229228,,,,,,,,,,,,,,,,,,,,,,,
1.45581,0.0227211,,,,,,,,,,,,,,,,,,,,,,,
1.48277,0.0224934,,,,,,,,,,,,,,,,,,,,,,,
1.51115,0.0222383,,,,,,,,,,,,,,,,,,,,,,,
1.54102,0.0219545,,,,,,,,,,,,,,,,,,,,,,,
1.57246,0.0216409,,,,,,,,,,,,,,,,,,,,,,,
1.60556,0.0212966,,,,,,,,,,,,,,,,,,,,,,,
1.64041,0.0209212,,,,,,,,,,,,,,,,,,,,,,,
1.67708,0.0205142,,,,,,,,,,,,,,,,,,,,,,,
1.71569,0.0200759,,,,,,,,,,,,,,,,,,,,,,,
1.75633,0.0196066,,,,,,,,,,,,,,,,,,,,,,,
1.79911,0.0191072,,,,,,,,,,,,,,,,,,,,,,,
1.84413,0.018579,,,,,,,,,,,,,,,,,,,,,,,
1.89153,0.0180236,,,,,,,,,,,,,,,,,,,,,,,
1.94143,0.0174432,,,,,,,,,,,,,,,,,,,,,,,
1.99395,0.0168401,,,,,,,,,,,,,,,,,,,,,,,
2.04923,0.016217,,,,,,,,,,,,,,,,,,,,,,,
2.10742,0.0155771,,,,,,,,,,,,,,,,,,,,,,,
2.16868,0.0149234,,,,,,,,,,,,,,,,,,,,,,,
2.23316,0.0142595,,,,,,,,,,,,,,,,,,,,,,,
2.30103,0.0135886,,,,,,,,,,,,,,,,,,,,,,,
2.37248,0.0129143,,,,,,,,,,,,,,,,,,,,,,,
2.44768,0.01224,,,,,,,,,,,,,,,,,,,,,,,
2.52685,0.011569,,,,,,,,,,,,,,,,,,,,,,,
2.61018,0.0109044,,,,,,,,,,,,,,,,,,,,,,,
2.6979,0.0102491,,,,,,,,,,,,,,,,,,,,,,,
2.79023,0.00960568,,,,,,,,,,,,,,,,,,,,,,,
2.88742,0.00897658,,,,,,,,,,,,,,,,,,,,,,,
2.98973,0.00836386,,,,,,,,,,,,,,,,,,,,,,,
3.09742,0.00776926,,,,,,,,,,,,,,,,,,,,,,,
3.21079,0.00719424,,,,,,,,,,,,,,,,,,,,,,,
3.33011,0.00663995,,,,,,,,,,,,,,,,,,,,,,,
3.45572,0.00610726,,,,,,,,,,,,,,,,,,,,,,,
3.58794,0.00559676,,,,,,,,,,,,,,,,,,,,,,,
3.72712,0.00510882,,,,,,,,,,,,,,,,,,,,,,,
3.87362,0.00464358,,,,,,,,,,,,,,,,,,,,,,,
4.02783,0.00420099,,,,,,,,,,,,,,,,,,,,,,,
4.19017,0.00378081,,,,,,,,,,,,,,,,,,,,,,,
4.36104,0.0033827,,,,,,,,,,,,,,,,,,,,,,,
4.54091,0.00300615,,,,,,,,,,,,,,,,,,,,,,,
4.73024,0.00265058,,,,,,,,,,,,,,,,,,,,,,,
4.92954,0.00231527,,,,,,,,,,,,,,,,,,,,,,,
5.13933,0.00199946,,,,,,,,,,,,,,,,,,,,,,,
5.36016,0.00170219,,,,,,,,,,,,,,,,,,,,,,,
5.59261,0.00142254,,,,,,,,,,,,,,,,,,,,,,,
5.8373,0.00115906,,,,,,,,,,,,,,,,,,,,,,,
6.09486,0.000910683,,,,,,,,,,,,,,,,,,,,,,,
6.36598,0.00067497,,,,,,,,,,,,,,,,,,,,,,,
6.65138,0.000451239,,,,,,,,,,,,,,,,,,,,,,,
6.95179,0.000235088,,,,,,,,,,,,,,,,,,,,,,,
7.26801,2.94E-05,,,,,,,,,,,,,,,,,,,,,,,
7.60088,-0.000173403,,,,,,,,,,,,,,,,,,,,,,,
7.95126,-0.000346762,,,,,,,,,,,,,,,,,,,,,,,
8.32009,-0.000489933,,,,,,,,,,,,,,,,,,,,,,,
8.70833,-0.000431103,,,,,,,,,,,,,,,,,,,,,,,
9.117,-0.000102096,,,,,,,,,,,,,,,,,,,,,,,
9.54718,0.00155978,,,,,,,,,,,,,,,,,,,,,,,
1.00297,0.0232064,,,,,,,,,,,,,,,,,,,,,,,
1.0061,0.0232006,,,,,,,,,,,,,,,,,,,,,,,
1.00939,0.0232245,,,,,,,,,,,,,,,,,,,,,,,
1.01285,0.023234,,,,,,,,,,,,,,,,,,,,,,,
1.0165,0.023251,,,,,,,,,,,,,,,,,,,,,,,
1.02034,0.0232653,,,,,,,,,,,,,,,,,,,,,,,
1.02438,0.0232815,,,,,,,,,,,,,,,,,,,,,,,
1.02863,0.0232975,,,,,,,,,,,,,,,,,,,,,,,
1.03311,0.0233143,,,,,,,,,,,,,,,,,,,,,,,
1.03783,0.0233314,,,,,,,,,,,,,,,,,,,,,,,
1.04279,0.0233489,,,,,,,,,,,,,,,,,,,,,,,
1.04801,0.0233667,,,,,,,,,,,,,,,,,,,,,,,
1.05351,0.0233847,,,,,,,,,,,,,,,,,,,,,,,
1.05929,0.0234029,,,,,,,,,,,,,,,,,,,,,,,
1.06539,0.0234212,,,,,,,,,,,,,,,,,,,,,,,
1.0718,0.0234395,,,,,,,,,,,,,,,,,,,,,,,
1.07855,0.0234576,,,,,,,,,,,,,,,,,,,,,,,
1.08565,0.0234754,,,,,,,,,,,,,,,,,,,,,,,
1.09313,0.0234926,,,,,,,,,,,,,,,,,,,,,,,
1.101,0.0235092,,,,,,,,,,,,,,,,,,,,,,,
1.10929,0.0235247,,,,,,,,,,,,,,,,,,,,,,,
1.11801,0.023539,,,,,,,,,,,,,,,,,,,,,,,
1.12719,0.0235517,,,,,,,,,,,,,,,,,,,,,,,
1.13686,0.0235624,,,,,,,,,,,,,,,,,,,,,,,
1.14703,0.0235707,,,,,,,,,,,,,,,,,,,,,,,
1.15774,0.0235761,,,,,,,,,,,,,,,,,,,,,,,
1.16901,0.0235782,,,,,,,,,,,,,,,,,,,,,,,
1.18088,0.0235761,,,,,,,,,,,,,,,,,,,,,,,
1.19337,0.0235694,,,,,,,,,,,,,,,,,,,,,,,
1.20652,0.0235572,,,,,,,,,,,,,,,,,,,,,,,
1.22036,0.0235387,,,,,,,,,,,,,,,,,,,,,,,
1.23493,0.0235129,,,,,,,,,,,,,,,,,,,,,,,
1.25026,0.0234789,,,,,,,,,,,,,,,,,,,,,,,
1.2664,0.0234357,,,,,,,,,,,,,,,,,,,,,,,
1.28339,0.0233818,,,,,,,,,,,,,,,,,,,,,,,
1.30128,0.0233163,,,,,,,,,,,,,,,,,,,,,,,
1.32011,0.0232376,,,,,,,,,,,,,,,,,,,,,,,
1.33993,0.0231444,,,,,,,,,,,,,,,,,,,,,,,
1.36079,0.0230351,,,,,,,,,,,,,,,,,,,,,,,
1.38275,0.0229083,,,,,,,,,,,,,,,,,,,,,,,
1.40586,0.0227624,,,,,,,,,,,,,,,,,,,,,,,
1.43019,0.0225957,,,,,,,,,,,,,,,,,,,,,,,
1.45581,0.0224068,,,,,,,,,,,,,,,,,,,,,,,
1.48277,0.0221941,,,,,,,,,,,,,,,,,,,,,,,
1.51115,0.021956,,,,,,,,,,,,,,,,,,,,,,,
1.54102,0.0216914,,,,,,,,,,,,,,,,,,,,,,,
1.57246,0.021399,,,,,,,,,,,,,,,,,,,,,,,
1.60556,0.0210777,,,,,,,,,,,,,,,,,,,,,,,
1.64041,0.0207269,,,,,,,,,,,,,,,,,,,,,,,
1.67708,0.0203461,,,,,,,,,,,,,,,,,,,,,,,
1.71569,0.019935,,,,,,,,,,,,,,,,,,,,,,,
1.75633,0.0194938,,,,,,,,,,,,,,,,,,,,,,,
1.79911,0.0190232,,,,,,,,,,,,,,,,,,,,,,,
1.84413,0.018524,,,,,,,,,,,,,,,,,,,,,,,
1.89153,0.0179974,,,,,,,,,,,,,,,,,,,,,,,
1.94143,0.0174454,,,,,,,,,,,,,,,,,,,,,,,
1.99395,0.0168698,,,,,,,,,,,,,,,,,,,,,,,
2.04923,0.0162731,,,,,,,,,,,,,,,,,,,,,,,
2.10742,0.0156581,,,,,,,,,,,,,,,,,,,,,,,
2.16868,0.0150277,,,,,,,,,,,,,,,,,,,,,,,
2.23316,0.0143851,,,,,,,,,,,,,,,,,,,,,,,
2.30103,0.0137335,,,,,,,,,,,,,,,,,,,,,,,
2.37248,0.0130762,,,,,,,,,,,,,,,,,,,,,,,
2.44768,0.0124167,,,,,,,,,,,,,,,,,,,,,,,
2.52685,0.0117582,,,,,,,,,,,,,,,,,,,,,,,
2.61018,0.0111037,,,,,,,,,,,,,,,,,,,,,,,
2.6979,0.0104564,,,,,,,,,,,,,,,,,,,,,,,
2.79023,0.0098189,,,,,,,,,,,,,,,,,,,,,,,
2.88742,0.00919371,,,,,,,,,,,,,,,,,,,,,,,
2.98973,0.00858307,,,,,,,,,,,,,,,,,,,,,,,
3.09742,0.00798888,,,,,,,,,,,,,,,,,,,,,,,
3.21079,0.00741276,,,,,,,,,,,,,,,,,,,,,,,
3.33011,0.00685606,,,,,,,,,,,,,,,,,,,,,,,
3.45572,0.0063198,,,,,,,,,,,,,,,,,,,,,,,
3.58794,0.00580477,,,,,,,,,,,,,,,,,,,,,,,
3.72712,0.00531149,,,,,,,,,,,,,,,,,,,,,,,
3.87362,0.00484026,,,,,,,,,,,,,,,,,,,,,,,
4.02783,0.00439117,,,,,,,,,,,,,,,,,,,,,,,
4.19017,0.00396414,,,,,,,,,,,,,,,,,,,,,,,
4.36104,0.00355895,,,,,,,,,,,,,,,,,,,,,,,
4.54091,0.00317523,,,,,,,,,,,,,,,,,,,,,,,
4.73024,0.00281253,,,,,,,,,,,,,,,,,,,,,,,
4.92954,0.00247025,,,,,,,,,,,,,,,,,,,,,,,
5.13933,0.00214778,,,,,,,,,,,,,,,,,,,,,,,
5.36016,0.00184429,,,,,,,,,,,,,,,,,,,,,,,
5.59261,0.00155905,,,,,,,,,,,,,,,,,,,,,,,
5.8373,0.00129082,,,,,,,,,,,,,,,,,,,,,,,
6.09486,0.00103884,,,,,,,,,,,,,,,,,,,,,,,
6.36598,0.000801017,,,,,,,,,,,,,,,,,,,,,,,
6.65138,0.000577288,,,,,,,,,,,,,,,,,,,,,,,
